id|name|tagcount
1148|简体书|1
1149|井泽元彦|3
1150|新學|1
1151|借阅|1
1152|sisulib|1
1153|林少华|1
1154|终点站杀人|1
1155|有马赖义|1
1156|水上勉|2
1157|蜘蛛人|1
1158|风之门|1
1159|很简单的Trick|1
1160|乃南朝|3
1161|想当年|1
1162|很写实的日本青春问题社会推理小说|1
1163|笹泽左保|3
1164|丫丫的收藏|1
1165|原胜文|1
1166|約翰勒卡雷|1
1167|Sherlock_Holmes|1
1168|輕小説|1
1169|插圖黨|1
1170|2232|1
1171|詹宏志|2
1172|詹宏志。|1
1173|推理作品|4
1174|投31|1
1175|讽刺|1
1176|我孫子武丸|3
1177|殺戮之病|1
1178|我孙子武丸|3
1179|天使的伤痕|1
1180|黑暗之家|1
1181|贵志佑介|1
1182|天藤真|2
1183|高木彬光|5
1184|貫井德郎|2
1185|贯井德郎|1
1186|貫井徳郎|1
1187|康德的诅咒纯粹理性杀人事件|1
1188|康德|1
1189|康德的诅咒|1
1190|水天一色|4
1191|乱神馆记系列|1
1192|国内原创|1
1193|加纳朋子|1
1194|阿嘉莎.克里斯蒂|1
1195|狄克森|1
1196|折原一|7
1197|巫师神探|1
1198|冷笑话|1
1199|巫术|1
1200|压抑的寺院|1
1201|丹尼斯·勒翰|2
1202|神秘河　美国|1
1203|神秘河|1
1204|精神分析|1
1205|汉尼拔|1
1206|神灯|1
1207|帽子|1
1208|道尾秀介|26
1209|2005|1
1210|霊霬|1
1211|影子|1
1212|逢坂剛|1
1213|西班牙風情|1
1214|金榜名著|1
1215|古泉迦十|1
1216|火蛾|1
1217|小森健太朗|1
1218|变格|1
1219|日本推理四大奇书|3
1220|炫学|10
1221|陈舜臣|11
1222|陳舜臣|3
1223|幽靈列車|1
1224|玩乐书|1
1225|殊能将之|6
1226|法庭推理|5
1227|舞城王太郎|2
1228|煙、土或食物|1
1229|日文小说|2
1230|江户川乱步奖作品|1
1231|詭異|1
1232|神津恭介|1
1233|密室杀人|1
1234|感人|1
1235|常野物语|1
1236|光之国度|1
1237|无足迹诡计|1
1238|鮎川哲也獎|1
1239|芦辺拓|2
1240|芦边拓。|1
1241|杀人戏剧之芦边拓|1
1242|今邑彩|2
1243|加贺恭一郎系列|1
1244|三联书店|1
1245|绵羊破案记|1
1246|绵羊逻辑|1
1247|海渡英祐|1
1248|历史推理|6
1249|福尔摩斯学|2
1250|鸟羽亮|1
1251|鳥羽亮|1
1252|小栗虫太郎|4
1253|山姆·霍桑|1
1254|西泽保彦|13
1255|死了七次的男人|1
1256|SF推理|1
1257|巴斯克維尓的獵犬|1
1258|妖怪推理|13
1259|大陆旧版|23
1260|马丁•贝克|11
1261|山口雅也|2
1262|无解之心|1
1263|樱庭一树|4
1264|非大陆的|1
1265|舍瓦尔|8
1266|马伊·舍瓦尔和佩尔·瓦勒的贝克系列|1
1267|·悬疑·|1
1268|埃德加.愛倫.坡|1
1269|不夜城|1
1270|文泽尔|3
1271|冷钢|2
1272|开放性推理|1
1273|大沢在昌|2
1274|名侦探胖财|3
1275|1938|1
1276|阿加莎.推理|1
1277|麻耶雄嵩|5
1278|日本版|2
1279|神秘大陆系列|2
1280|岩井志麻子|2
1281|**台·X新雨*|3
1282|日@坂口安吾|1
1283|马丁·贝克|1
1284|马伊·舍瓦尔&佩尔·瓦勒|2
1285|约翰·波尔|1
1286|马丁贝克|1
1287|渣|1
1288|派翠西亚海史密斯|1
1289|伊恩.弗莱明|2
1290|007|2
1291|IanFleming|2
1292|JamesBond|2
1293|伊恩·弗莱明|1
1294|三十九级台阶|1
1295|阿尔弗雷德·希区柯克|1
1296|约翰·巴肯|2
1297|谍战|1
1298|英文版让我一点也感受不到诡谲的气氛了、|1
1299|蚱蜢|1
1300|科幻推理|5
1301|西澤保彥|8
1302|砂器|1
1303|莉莉·塔尔|1
1304|皮勒迈尔探长|1
1305|个人英雄|1
1306|大澤在昌|1
1307|罗伯特·布朗·帕克|2
1308|雷金纳·希尔|1
1309|雷吉纳德·希尔|1
1310|希尔|1
1311|斯潘塞|1
1312|林斯諺|1
1313|林斯谚|2
1314|台湾推理|1
1315|中井英夫|1
1316|反推理|1
1317|謀殺專門店|4
1318|艾拉·利文|2
1319|死前之吻|1
1320|八十七分局|2
1321|Ed_McBain|2
1322|Evan_Hunter|2
1323|埃德·麦克贝恩|3
1324|繃帶俱樂部|1
1325|治愈系|1
1326|爱川晶|2
1327|愛川晶|2
1328|北山猛邦|4
1329|杀人城系列|4
1330|间濑元朗|1
1331|宮部みゆき|1
1332|2007年本屋大賞4位|1
1333|親愛的小丑|1
1334|黑暗夜|2
1335|If-日本文學|1
1336|恐怖懸疑|1
1337|**台·J尖端*|1
1338|Robert|1
1339|Adey|1
1340|LockedRoom|1
1341|迪克.弗朗西斯|1
1342|无由之灾|1
1343|坂本龙一|1
1344|島田荘司|6
1345|英译|1
1346|日本の推理作家|1
1347|老书|1
1348|GrahamGreene|2
1349|格雷安.葛林|1
1350|平面犬|1
1351|伤感|1
1352|RaymondChandler|2
1353|信|2
1354|京極堂系列|2
1355|舞台剧|1
1356|斋藤荣|2
1357|日系|2
1358|文學知識|1
1359|鬼马星|1
1360|马雨默|1
1361|大薮春彦奖|1
1362|杀人鬼系列|2
1363|GeorgeSimone|1
1364|Georges_Simenon|3
1365|#彼得福音|1
1366|推理或悬疑或科幻|1
1367|麦格雷探长|2
1368|类型小说|1
1369|血型拼图|1
1370|歐美小說|1
1371|Ellery_Queen|1
1372|谷崎潤一郎|1
1373|日@谷崎润一郎|1
1374|未读完|1
1375|谷崎润一郎|1
1376|.♢|1
1377|悲剧系列|5
1378|美加文學|2
1379|Ellery·Queen|1
1380|司马辽太郎|1
1381|收藏|2
1382|兰晓龙|2
1383|零号特工|1
1384|249|2
1385|特工|2
1386|地下党|1
1387|生死|1
1388|特务|1
1389|乔治西默农|1
1390|马里奥普佐|1
1391|世界文学|1
1392|组织帮派|1
1393|侦探小说介绍|1
1394|小说缩写介绍|2
1395|泄底集|1
1396|校園|1
1397|普通文學|2
1398|怪指纹|1
1399|秦建日子|1
1400|铁路|1
1401|连续杀人|3
1402|汤米&塔彭丝|3
1403|常野物语系列|1
1404|走出贝克街|1
1405|文化研究|1
1406|比较文学|1
1407|华人形象|1
1408|姜智芹|1
1409|【英】阿加莎·克里斯蒂|1
1410|Agatha-Christie|1
1411|加博里奥|1
1412|Émile_Gaboriau|1
1413|勒考克警探|1
1414|埃米尔-加埃博里奥|1
1415|塔巴勒老爹|1
1416|(英)玛丽·贝洛克·朗蒂丝|1
1417|BellocLowndes|1
1418|开膛手杰克|3
1419|近藤史惠|1
1420|东尼·希勒曼|1
1421|东尼·席勒曼|2
1422|欧系推理·其他|1
1423|苏·格拉夫顿|2
1424|字母系列|2
1425|P·D·詹姆斯|5
1426|海外|1
1427|其他欧美推理|2
1428|2011|1
1429|心理悬疑|1
1430|罗斯·麦唐诺|1
1431|罗斯.麦唐纳|1
1432|Biggers|1
1433|Derr|1
1434|Earl|1
1435|中國|1
1436|厄爾‧畢格斯|1
1437|陳查禮|1
1438|恶搞|1
1439|预知梦|1
1440|湖边凶杀案|1
1441|駕車推理|1
1442|01|1
1443|我有的|1
1444|法月3|1
1445|前苏联|1
1446|阿·阿达莫夫|1
1447|阿部阳一|1
1448|English-Literature|1
1449|高层饭店的死角|1
1450|白夜行|3
1451|Colin_Dexter|1
1452|Jim_Thompson|2
1453|妙探尋兇|2
1454|Dorothy_L._Sayers|2
1455|繁|2
1456|P._D._James|1
1457|亚当•达格利什|1
1458|医院|1
1459|Ed|1
1460|McBain|1
1461|Margery_Allingham|1
1462|電影原著﹐或者劇本|1
1463|Gaston_Leroux|1
1464|法國文學|1
1465|玛格丽特·阿琳汉姆|1
1466|Peter_Lovesey|1
1467|C._S._Forester|1
1468|A.J.拉菲兹|1
1469|E.W.赫尔南|2
1470|Ernest_William_Hornung|1
1471|戴利·金|4
1472|谋店|1
1473|欧美推理小说|1
1474|Cornell_Woolrich|1
1475|Anthony_Berkeley_Cox|1
1476|Philip_MacDonald|2
1477|迈克尔·伊尼斯|1
1478|J._I._M._Stewart|1
1479|掉書袋|1
1480|艾伯比系列|1
1481|Mignon_G._Eberhart|1
1482|Rex_Stout|2
1483|Chester_Himes|2
1484|奈欧·马许|3
1485|Ngaio_Marsh|2
1486|切斯特·海姆斯|1
1487|黑人|1
1488|新西兰|2
1489|洛德里克·艾霖|1
1490|漫漫長眠|1
1491|David_Goodis|2
1492|Anna_Katharine_Green|1
1493|H._R._F._Keating|1
1494|Anthony_Boucher|1
1495|安东尼·布彻|4
1496|欧内斯特·布拉玛|2
1497|Ernest_Bramah|1
1498|Cyril_Hare|1
1499|戏剧|1
1500|經典|2
1501|葬礼|1
1502|圣诞节|1
1503|遗产|1
1504|考古|2
1505|校园|1
1506|貓|1
1507|预告杀人|1
1508|瑪波小姐系列|5
1509|安乐椅神探|2
1510|瑪波小姐|4
1511|日本推理作家協會獎|2
1512|英國推理小说|1
1513|失望|2
1514|兩便士系列|5
1515|古埃及|1
1516|A.Christie|1
1517|阿婆全集|1
1518|2010年阅读书籍|2
1519|SAT|1
1520|清原紘|5
1521|漫畫|7
1522|梅格雷|2
1523|乾くるみ|2
1524|干胡桃|1
1525|work|4
1526|2008|3
1527|CyrilHare|1
1528|Frank|1
1529|Muller|1
1530|克里斯蒂安娜·布兰德|15
1531|ChristiannaBrand|7
1532|Barnaby|1
1533|Caroline|1
1534|Caroline_Graham|1
1535|Inspector|1
1536|Midsomer|1
1537|Murders|1
1538|English|1
1539|古屋兔丸|1
1540|古屋兎丸|1
1541|日本語|1
1542|法语@朱静|1
1543|Hard-Boiled|2
1544|想象|1
1545|玛格丽特-米勒|1
1546|坟墓里的陌生人|1
1547|杰弗里·福特|1
1548|镜中女孩|1
1549|爱•伦坡奖|1
1550|2008年本屋大賞|1
1551|JOJO|1
1552|荒木飞吕彦|1
1553|JoJo奇妙冒险|1
1554|4fun|1
1555|仁木悅子|1
1556|小说·推理/悬疑|2
1557|修身|1
1558|日本.森村诚一|1
1559|731|3
1560|杂类|1
1561|2011年阅|3
1562|文若洁|1
1563|酒吧世界|1
1564|换妻|1
1565|佐野洋|1
1566|槍與巧克力|1
1567|电子未下|1
1568|心理罪|1
1569|雷米|1
1570|三云岳斗|1
1571|華特.莫斯里|1
1572|Walter_Mosley|1
1573|華特·莫斯里|1
1574|易玆·羅林斯系列|1
1575|易玆.羅林斯系列|1
1576|暗黑童話|1
1577|亚当·霍尔|1
1578|散文小说|1
1579|老版|1
1580|Donald|1
1581|E.|1
1582|Westlake|1
1583|dortmunder|1
1584|中英对照|1
1585|社科|1
1586|2008年阅读书籍|2
1587|尼禄·沃尔夫|2
1588|雷克斯·斯托特|3
1589|Elmore|1
1590|Leonard|1
1591|天城一|2
1592|摩耶正系列|1
1593|1.陈舜臣|1
1594|外国文学出版社老书|1
1595|點與線|1
1596|池袋西口公园|4
1597|GeorgeSimenon|1
1598|考克瑞尔探长|6
1599|Christianna_Brand|6
1600|翻譯|2
1601|Jeffery_Deaver|1
1602|斯托克|1
1603|爱尔兰|1
1604|vampire|1
1605|德拉库拉|1
1606|德古拉|1
1607|大岩ケンヂ|1
1608|想收的|2
1609|愛德華.霍克|1
1610|山姆.霍桑|1
1611|密室和不可能犯罪|1
1612|中国推理|2
1613|推理研究|3
1614|Radio|1
1615|福尔摩斯补完计划|2
1616|作家|1
1617|沃尔夫·哈斯|1
1618|奥地利|1
1619|德语国家侦探小说大奖|1
1620|红楼梦|1
1621|红楼梦杀人事件|1
1622|生島治郎|3
1623|生岛治郎|2
1624|直木獎|1
1625|多岐川恭|3
1626|古典推理文库|78
1627|奇幻文學|1
1628|連城三紀彥|1
1629|牛津迷案|1
1630|数学|1
1631|阿根廷|1
1632|吉列尔莫·马丁内斯|1
1633|夏樹静子|5
1634|第六个小夜子|1
1635|film|1
1636|计数器少年：池袋西口公园2|1
1637|鲁邦三世|1
1638|新雨名作之旅系列|1
1639|埃德蒙·克里斯宾|1
1640|奎因杂志|2
1641|dorothy|1
1642|多蘿西·L·塞耶斯|1
1643|多萝西塞耶斯|1
1644|作品集|1
1645|中篇小说|1
1646|多萝西•L.塞耶斯|3
1647|文学少女|1
1648|野村美月|1
1649|文学少女系列|1
1650|山本小鉄子|1
1651|我爱的漫画们|1
1652|竹本健治|1
1653|。|1
1654|还好|1
1655|下一单|1
1656|系列处女作|1
1657|晕头转向|1
1658|巷说百物语|1
1659|志怪|1
1660|豆腐小僧|1
1661|兔的梦书架|1
1662|生命中不可缺少的奇幻&推理|2
1663|ISOLA|1
1664|第十三個人格:|1
1665|马普尔|2
1666|马修·珀尔|1
1667|出道作|3
1668|HM系列|1
1669|御手洗潔系列|1
1670|水晶金字塔|1
1671|干支系列|7
1672|鼠男|1
1673|流星の絆|1
1674|米泽穗信|2
1675|米澤穗信|2
1676|米澤信穗|1
1677|森薰|1
1678|维多利亚时代|1
1679|土耳其|1
1680|爱伦·坡奖|2
1681|古德温|1
1682|勇者物语|2
1683|谋杀游戏|1
1684|向日葵不開的夏天|1
1685|漫长的告别|1
1686|保罗·霍尔特|10
1687|欧洲惊险小说金球奖|1
1688|冷硬風格|1
1689|新宿鮫系列|1
1690|日文版|1
1691|ORIGINAL-EDITION|1
1692|教材/专著|1
1693|理论|1
1694|2010断腿生活|1
1695|推理&逻辑&侦探|3
1696|颜剑飞|1
1697|小说叙事学|1
1698|櫻庭一樹|1
1699|保羅·霍特|1
1700|PaulHalter|1
1701|法國|1
1702|鲁平|1
1703|鸳鸯蝴蝶礼拜六派|1
1704|中岛河太郎|1
1705|亂步獎|4
1706|佐賀潛|1
1707|佐贺潜|1
1708|海渡英佑|1
1709|1975|1
1710|大谷羊太郎|1
1711|文库版|2
1712|和久峻三|1
1713|日下圭介|1
1714|伴野朗|3
1715|藤本泉|1
1716|中町信|1
1717|猿丸幻視行|1
1718|暗号推理|1
1719|井沢元彦|1
1720|冈岛二人|1
1721|岡嶋二人|1
1722|魔球|1
1723|川田弥一郎|1
1724|野澤尚|1
1725|山崎洋子|2
1726|想要|2
1727|坂本光一|1
1728|長坂秀佳|1
1729|三浦明博|1
1730|早瀨亂|1
1731|匠千曉系列|1
1732|她死去的那一晚|1
1733|黙の部屋|1
1734|2011年阅读书籍|1
1735|没有深度的人就像我这样|1
1736|ライトノベル|5
1737|日语原文小说|2
1738|黑暗系|5
1739|成长|1
1740|冷漠中的荒诞与温暖|1
1741|日記|1
1742|童年|1
1743|西澤保彦|1
1744|桜坂洋|1
1745|北村薰|5
1746|成名作|1
1747|日常解謎|1
1748|北村薫|2
1749|英語文學|1
1750|侦探伽利略|1
1751|三姊妹怪奇山莊|1
1752|夢野久作|1
1753|又囧又萌福学家|1
1754|瞎眼小故事|1
1755|亚森·罗宾|1
1756|KIDS|1
1757|·日本·|1
1758|程盘铭|1
1759|中国香港|1
1760|推理理论|2
1761|香港|1
1762|林佛儿|1
1763|洪婉瑜|1
1764|朱利安·西蒙斯|1
1765|侦探小说史|1
1766|非常喜欢的一本悬疑书|1
1767|PDF。实体书实在太贵，再议了。|1
1768|外文|1
1769|研究著作|1
1770|百科|1
1771|Law|1
1772|Literature|1
1773|七钟面|1
1774|黑崎绿|1
1775|黒崎綠|1
1776|十一字杀人|1
1777|AdrianConanDoyle|1
1778|仿作|1
1779|Poirot|1
1780|魔手|1
1781|逐流、|1
1782|读书|1
1783|新·御手洗系列|1
1784|恶意|1
1785|梅菲斯特獎得獎作|1
1786|黑幫|1
1787|選舉政治|1
1788|苏部健一|1
1789|蘇部健一|1
1790|浦贺和宏|1
1791|浦賀和宏|1
1792|积木镜介|1
1793|積木鏡介|1
1794|新堂冬树|1
1795|新堂冬樹|1
1796|浅暮三文|1
1797|日本奇幻小说|1
1798|高田崇史|1
1799|中岛望|1
1800|日本轻小说|1
1801|高里椎奈|1
1802|古处诚二|1
1803|冰川透|1
1804|氷川透|1
1805|黑田研二|1
1806|黒田研二|1
1807|石崎幸二|1
1808|秋月凉介|1
1809|鏡家系列|1
1810|日本科幻小说|1
1811|津村巧|1
1812|日明恩|1
1813|石黑耀|1
1814|关田泪|1
1815|矢野龙王|1
1816|辻村深月|3
1817|冈崎隼人|1
1818|古野まほろ|1
1819|古野MAHORO|1
1820|深水黎一郎|1
1821|深水黎一|1
1822|汀KORUMONO|1
1823|黑乙一|1
1824|■乙一|1
1825|绘本|3
1826|国名系列|3
1827|海伦·麦克洛伊|4
1828|分身|1
1829|HelenMcCloy|1
1830|乔治·史迈利|3
1831|图书馆找找看|1
1832|中篇集|5
1833|法水麟太郎|1
1834|小栗虫太郎。|1
1835|Rupert_Penny|9
1836|桜庭一樹|1
1837|速水三兄妹|1
1838|鮎川哲也|1
1839|歌野晶午。|1
1840|活屍之死|1
1841|生死线|1
1842|抗日|1
1843|生死线.黑卷|1
1844|狄公案|1
1845|惡靈公館|1
1846|杰弗瑞.迪佛|3
1847|林肯·莱姆|6
1848|杰夫里·迪弗|8
1849|埃及艳后之死|1
1850|我想讀的臺版書|1
1851|姑获鸟之夏|1
1852|亚当·达格利什|1
1853|都筑せつり|1
1854|其他|1
1855|腐爾摩斯|1
1856|罗纳德·诺克斯|4
1857|新星|6
1858|大卫。汉德勒|1
1859|上遠野浩平|1
1860|上远野浩平|1
1861|緒方剛志|1
1862|池袋西口公园3|1
1863|池袋西口公园4|1
1864|SherlockHolmes|1
1865|魍魉之匣（上）|1
1866|魍魉之匣（下）|1
1867|青玉獅子香爐|1
1868|超天雷|1
1869|这位妇女好销魂|1
1870|ミステリ　原版|1
1871|EdgarAllanPoe|1
1872|锅匠，裁缝，士兵，间谍|1
1873|克莱顿·劳森|5
1874|黄金经典|1
1875|普璞|2
1876|择爱而噬|1
1877|乱神馆记|2
1878|罗纳德诺克斯|1
1879|1990初|1
1880|刘祥安|1
1881|广无|1
1882|占星术杀人魔法|1
1883|斜屋犯罪|1
1884|1932|1
1885|乡村|1
1886|塔罗牌|1
1887|死前留言|1
1888|轮船|1
1889|钟表|1
1890|博物馆|1
1891|阿拉伯|1
1892|1.阿西莫夫|2
1893|高村熏|1
1894|高村薫|1
1895|鲁珀特·潘尼|1
1896|筒井康隆|1
1897|Doyle|1
1898|探案|2
1899|Audiobook|1
1900|惊险小说|1
1901|冰岛|1
1902|阿诺德·英德里达松|1
1903|墓地的沉默|1
1904|嫌疑犯X的献身|1
1905|天野節子|1
1906|冰之花|1
1907|恶女|1
1908|矢也晶久|1
1909|大須賀惠|2
1910|少年向|2
1911|于洪笙|1
1912|omoomo|1
1913|驰星周。|1
1914|匠千晓系列|3
1915|斉藤和義|1
1916|成長|1
1917|笹沢左保|1
1918|法国侦探小说|1
1919|山崎豐子|1
1920|商场小说|1
1921|暖簾|1
1922|讲谈社|1
1923|山村美紗|5
1924|1.伊坂幸太郎|1
1925|第140回芥川賞・直木賞の受賞作品|1
1926|直木赏|97
1927|日语原版|1
1928|哀悼人|1
1929|山田咏美|1
1930|马克·吐温|1
1931|特斯拉|1
1932|JP|1
1933|E·W·赫尔南|1
1934|安·克利芙丝|1
1935|侦探推理悬疑|5
1936|歷史|1
1937|哈瓦那特派员|1
1938|日本经济社会小说|2
1939|借|1
1940|幻夜|1
1941|埃德加·华莱士|1
1942|午夜文库·经典系列|3
1943|安乐椅侦探|1
1944|真備莊介系列|1
1945|傅博|1
1946|評論|1
1947|凯琳·史劳特|1
1948|脸谱|1
1949|未分類|1
1950|野村胡堂|1
1951|小說．文學|1
1952|乾胡桃|1
1953|电子版|2
1954|幽灵的悲鸣|1
1955|马努艾尔·巴斯克斯·蒙塔尔万|1
1956|南方的海|1
1957|森英俊|1
1958|日文未分类|1
1959|少女向|1
1960|纯爱|1
1961|罗伊·韦克斯|2
1962|林敏生|1
1963|謎詭|1
1964|再见，海明威|1
1965|古巴|1
1966|纯文学|1
1967|莱昂纳多·帕杜拉|1
1968|杰克·福翠尔|6
1969|思考机器系列|5
1970|午夜文库·大师系列|14
1971|C.戴利·今|1
1972|C.戴利·金|3
1973|海陆空三部曲|2
1974|火车|1
1975|柯林·德克斯特|1
1976|安東能明|1
1977|羅斯·麥唐諾|1
1978|陸亞傑系列|1
1979|鲁斯·伦德乐|1
1980|京极堂系列|7
1981|乔尔·汤斯利·罗杰斯|1
1982|特价书店|2
1983|名家短篇集|2
1984|犯罪&推理|1
1985|絡新婦之理（上)|1
1986|欢迎光临京极堂|1
1987|E.C.本特利|1
1988|加斯顿·勒胡|1
1989|红鲱鱼|1
1990|推理-英国|1
1991|温姆西勋爵系列|1
1992|证词|1
1993|思维|1
1994|真備系列|2
1995|和本|1
1996|放学后|1
1997|十二生肖系列|1
1998|村雨貞郎|1
1999|亨利·梅利威尔爵士|5
2000|邓小平|1
2001|百器徒然袋―雨|1
2002|榎木津礼二郎|1
2003|大阪圭吉|1
2004|流星之绊|1
2005|三口棺材|2
2006|御手洗熊猫|1
2007|岛田流|1
2008|推理书系原创系列|1
2009|推理书系|1
2010|偵探研究|1
2011|日本推理名作选|15
2012|炫学推理|1
2013|隔离岛|1
2014|精神|1
2015|黄新生|1
2016|ellry|1
2017|黑色电影|1
2018|电影研究|1
2019|电影馆|1
2020|Film_Noir|1
2021|电影学|1
2022|电影理论|1
2023|宿命|1
2024|犬坊里美|1
2025|1.森村诚一|1
2026|未藏|1
2027|森村诚一。|1
2028|伴野郎|1
2029|上海|1
2030|日本作家|1
2031|乾隆|1
2032|暗杀|1
2033|有点囧|1
2034|吉敷竹史系列|3
2035|林白|1
2036|黑白红三部曲|1
2037|向日葵不开的夏天|1
2038|伽利略系列|1
2039|圣女的救济|1
2040|塞巴斯蒂安・雅普瑞索|1
2041|旅行三部曲|2
2042|密室犯罪學教程|1
2043|推理讲义|1
2044|JeremyBrett|1
2045|浜尾四郎|2
2046|古典推理文庫|2
2047|劳拉•李普曼|1
2048|贝塞尼家的姐妹|1
2049|新星出版社|2
2050|死神的精确度|1
2051|夏天·烟火·我的尸体|1
2052|死亡之舞|1
2053|何塞·卡洛斯·索摩萨|1
2054|玛丽·海金斯·克拉克|4
2055|其他出版社|2
2056|消失的蓝衣少女|1
2057|JefferyDeaver|2
2058|ミステリ|1
2059|奇幻；日系推理；道尾秀介|1
2060|苏·格拉芙顿|1
2061|yj|1
2062|周浩晖|1
2063|罗飞系列|1
2064|周浩晖支持你|1
2065|山田風太郎|1
2066|湊佳苗|1
2067|湊かなえ|1
2068|迈克尔·康奈利|1
2069|侦探伽利略系列|5
2070|汤川学|1
2071|遠藤武文|1
2072|远藤武文|1
2073|乱步奖史上最强诡计|1
2074|暴风雪山庄模式|1
2075|真备庄介|1
2076|威尔·拉凡德|1
2077|失控的逻辑课|1
2078|荒野猎人|1
2079|三津田信三|2
2080|刀城言耶系列|1
2081|暗黑童话|1
2082|青马文库|1
2083|布伦森|1
2084|2.小说|1
2085|纽约时报|1
2086|大澤理子|1
2087|绷带俱乐部|1
2088|嫌疑人X的献身|1
2089|宠物先生|1
2090|岛田庄司推理小说奖|1
2091|R._Austin_Freeman|1
2092|时生|1
2093|哈兰科本|1
2094|飴村行|1
2095|cult|2
2096|Eleanor_Sullivan|5
2097|Philip_Kerr|1
2098|五十嵐均|1
2099|夏樹靜子|1
2100|楢山芙二夫|1
2101|土井行夫|1
2102|松木麗|1
2103|图威斯特博士|1
2104|王琢|1
2105|欧文·伯恩斯|1
2106|半七捕物帐|11
2107|多萝西•L•塞耶斯|1
2108|三笑系列|3
2109|黑笑小说|1
2110|生活|1
2111|林维颐|1
2112|死亡|1
2113|加纳通子|1
2114|C·J·巴克斯|1
2115|华文天下|1
2116|C.J.巴克斯|1
2117|车谷长吉|1
2118|木々高太郎|1
2119|山久根達郎|1
2120|天下一大五郎系列|1
2121|藤澤周平|1
2122|色川武大|1
2123|高橋治|1
2124|連城三紀彦|1
2125|難波利三|1
2126|山口洋子|1
2127|森田誠吾|1
2128|皆川博子|1
2129|常盤新平|1
2130|白石一郎|1
2131|杂|1
2132|阿部牧郎|1
2133|山田詠美|1
2134|西木正明|1
2135|杉本章子|1
2136|景山民夫|1
2137|藤堂志津子|1
2138|笹倉明|1
2139|☻|1
2140|星川清司|1
2141|芦原すなお|1
2142|思考机器探案集|1
2143|广西人民|1
2144|杉田比吕美|1
2145|柄刀一|1
2146|推理谜系列|1
2147|鲇川哲也奖|1
2148|推理謎|1
2149|中国原创|1
2150|特刊|1
2151|雅德里安·柯南·道尔|1
2152|生肖系列|1
2153|装13才看书|1
2154|保罗·崔布雷|1
2155|嗜睡侦探系列|1
2156|迈克尔·英尼斯|1
2157|约翰·哈特|1
2158|杀手凯勒系列|1
2159|LawrenceBlock|1
2160|午夜文庫|1
2161|鬼贯警部|1
2162|张智渊|1
2163|哀悼者|1
2164|妖狐传|1
2165|罗杰·薛灵汉|1
2166|石葱|1
2167|盲理发师|1
2168|丸山天寿|1
2169|疯狂的魔性|1
2170|汤姆·罗伯·史密斯|1
2171|44号孩子|1
2172|埃德·麦克班恩|1
2173|加贺恭一郎|2
2174|天下一大五郎|1
2175|蒙古|1
2176|成吉思汗|1
2177|南海|1
2178|岳远坤|1
2179|313.45|1
2180|平石貴樹|1
2181|刀城言耶|1
2182|艾德·麦克班恩|1
2183|八十七分局系列|1
2184|日@岛田庄司|2
2185|Edgar·Allan·Poe|1
2186|石冈和己|1
2187|世纪文景|1
2188|0.悬疑|1
2189|阿瑟·柯南道尔|1
2190|elllry|1
2191|不可能犯罪诊断书|1
2192|偵探或推理|1
2193|口袋本|1
2194|午夜文库典藏本|1
2195|运动|1
2196|吐槽推理|1
